Code,Year,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
ESP,1995,0.29,1.01,0.54,5.09,1.75,4.19,1.85,17.21
ESP,1996,0.29,1.01,0.55,5.03,1.78,4.17,1.86,17.16
ESP,1997,0.29,1.01,0.55,4.9,1.82,4.15,1.86,17.06
ESP,1998,0.29,1.01,0.55,4.74,1.86,4.14,1.87,16.95
ESP,1999,0.29,1.01,0.56,4.61,1.89,4.13,1.88,16.87
ESP,2000,0.29,1.01,0.57,4.55,1.92,4.12,1.89,16.83
ESP,2001,0.29,1.01,0.57,4.57,1.95,4.12,1.9,16.86
ESP,2002,0.29,1.01,0.58,4.65,2,4.13,1.91,16.94
ESP,2003,0.29,1.02,0.59,4.75,2.03,4.15,1.93,17.07
ESP,2004,0.29,1.02,0.59,4.87,2.06,4.18,1.94,17.2
ESP,2005,0.29,1.02,0.6,4.98,2.08,4.2,1.95,17.31
ESP,2006,0.29,1.02,0.61,5.13,2.02,4.27,1.94,17.47
ESP,2007,0.29,1.02,0.62,5.32,1.9,4.4,1.92,17.72
ESP,2008,0.29,1.02,0.63,5.52,1.74,4.56,1.9,18
ESP,2009,0.29,1.01,0.64,5.68,1.61,4.7,1.87,18.24
ESP,2010,0.29,1.01,0.64,5.77,1.55,4.8,1.86,18.38
ESP,2011,0.29,1.01,0.64,5.79,1.54,4.85,1.85,18.45
ESP,2012,0.29,1.02,0.64,5.82,1.56,4.9,1.84,18.53
ESP,2013,0.29,1.02,0.64,5.84,1.59,4.95,1.83,18.61
ESP,2014,0.29,1.02,0.64,5.86,1.62,4.99,1.82,18.67
ESP,2015,0.29,1.02,0.64,5.88,1.64,5.02,1.81,18.72
ESP,2016,0.29,1.02,0.64,5.88,1.64,5.06,1.8,18.76
ESP,2017,0.29,1.02,0.65,5.89,1.63,5.11,1.78,18.8
ESP,2018,0.29,1.02,0.65,5.72,1.68,5.15,1.76,18.66
ESP,2019,0.29,1.02,0.65,5.36,1.78,5.19,1.73,18.32
LKA,1990,0.29,0.35,0.08,3.91,0.62,3.47,0.94,12.27
LKA,1991,0.29,0.35,0.09,3.92,0.62,3.47,0.97,12.25
LKA,1992,0.3,0.35,0.09,3.93,0.62,3.46,0.99,12.23
LKA,1993,0.3,0.35,0.09,3.94,0.62,3.46,1.02,12.21
LKA,1994,0.3,0.35,0.09,3.95,0.62,3.45,1.04,12.18
LKA,1995,0.3,0.35,0.09,3.96,0.62,3.44,1.05,12.16
LKA,1996,0.3,0.35,0.09,3.96,0.62,3.42,1.06,12.11
LKA,1997,0.3,0.35,0.09,3.97,0.62,3.38,1.07,12.04
LKA,1998,0.3,0.35,0.09,3.98,0.62,3.32,1.07,11.97
LKA,1999,0.3,0.35,0.09,3.99,0.62,3.26,1.08,11.9
LKA,2000,0.3,0.35,0.09,4,0.62,3.22,1.08,11.84
LKA,2001,0.3,0.35,0.1,4,0.62,3.18,1.08,11.8
LKA,2002,0.3,0.35,0.1,4.01,0.62,3.15,1.07,11.77
LKA,2003,0.3,0.35,0.1,4.02,0.62,3.12,1.06,11.75
LKA,2004,0.3,0.35,0.1,4.03,0.62,3.09,1.04,11.72
LKA,2005,0.3,0.35,0.1,4.03,0.62,3.06,1.03,11.69
LKA,2006,0.3,0.35,0.1,4.04,0.62,3.04,1.02,11.65
LKA,2007,0.31,0.35,0.1,4.06,0.62,3.01,1,11.6
LKA,2008,0.31,0.35,0.1,4.07,0.61,2.98,0.98,11.55
LKA,2009,0.31,0.35,0.11,4.09,0.61,2.96,0.96,11.51
LKA,2010,0.31,0.35,0.11,4.1,0.61,2.96,0.94,11.48
LKA,2011,0.31,0.35,0.11,4.11,0.61,2.96,0.93,11.47
LKA,2012,0.31,0.35,0.11,4.13,0.61,2.97,0.91,11.46
LKA,2013,0.31,0.35,0.11,4.15,0.6,2.98,0.89,11.46
LKA,2014,0.31,0.35,0.12,4.17,0.6,2.99,0.88,11.46
LKA,2015,0.31,0.35,0.12,4.18,0.6,3,0.87,11.46
LKA,2016,0.31,0.35,0.12,4.2,0.61,3,0.87,11.46
LKA,2017,0.31,0.35,0.12,4.22,0.61,3.01,0.87,11.46
LKA,2018,0.31,0.35,0.12,4.23,0.61,3.01,0.87,11.45
LKA,2019,0.32,0.35,0.13,4.25,0.61,3.02,0.87,11.45
SDN,1990,0.24,0.75,0.12,4.8,0.27,4.64,0.46,16.77
SDN,1991,0.24,0.75,0.12,4.8,0.27,4.63,0.46,16.77
SDN,1992,0.24,0.75,0.12,4.8,0.27,4.62,0.46,16.76
SDN,1993,0.24,0.75,0.12,4.8,0.27,4.62,0.46,16.76
SDN,1994,0.24,0.75,0.12,4.79,0.27,4.61,0.45,16.75
SDN,1995,0.24,0.75,0.12,4.79,0.27,4.62,0.45,16.75
SDN,1996,0.24,0.75,0.12,4.79,0.27,4.62,0.45,16.74
SDN,1997,0.24,0.75,0.12,4.79,0.27,4.63,0.45,16.72
SDN,1998,0.24,0.75,0.12,4.79,0.27,4.64,0.45,16.69
SDN,1999,0.24,0.75,0.12,4.79,0.27,4.65,0.45,16.66
SDN,2000,0.24,0.75,0.12,4.79,0.27,4.65,0.45,16.62
SDN,2001,0.24,0.75,0.12,4.8,0.27,4.64,0.45,16.58
SDN,2002,0.24,0.75,0.13,4.8,0.28,4.63,0.44,16.52
SDN,2003,0.24,0.76,0.13,4.81,0.28,4.62,0.44,16.47
SDN,2004,0.24,0.76,0.13,4.82,0.28,4.61,0.44,16.41
SDN,2005,0.24,0.76,0.13,4.82,0.28,4.6,0.43,16.36
SDN,2006,0.24,0.76,0.13,4.82,0.29,4.6,0.43,16.3
SDN,2007,0.24,0.76,0.13,4.83,0.29,4.59,0.43,16.25
SDN,2008,0.24,0.76,0.14,4.83,0.29,4.59,0.43,16.2
SDN,2009,0.24,0.76,0.14,4.84,0.3,4.59,0.43,16.15
SDN,2010,0.24,0.76,0.14,4.84,0.3,4.59,0.43,16.11
SDN,2011,0.24,0.76,0.14,4.85,0.31,4.58,0.42,16.08
SDN,2012,0.24,0.76,0.14,4.87,0.31,4.58,0.42,16.06
SDN,2013,0.24,0.76,0.14,4.89,0.32,4.57,0.41,16.04
SDN,2014,0.24,0.76,0.15,4.91,0.32,4.56,0.41,16.02
SDN,2015,0.24,0.76,0.15,4.92,0.33,4.57,0.41,16.01
SDN,2016,0.24,0.76,0.15,4.91,0.33,4.57,0.41,15.99
SDN,2017,0.24,0.76,0.15,4.91,0.33,4.58,0.41,15.98
SDN,2018,0.24,0.76,0.15,4.92,0.33,4.59,0.41,15.98
SDN,2019,0.24,0.76,0.15,4.94,0.33,4.61,0.41,15.99
SUR,1990,0.28,0.92,0.2,4.24,0.69,4.61,1.54,15.15
SUR,1991,0.28,0.93,0.2,4.24,0.68,4.62,1.52,15.16
SUR,1992,0.28,0.93,0.2,4.23,0.69,4.63,1.5,15.17
SUR,1993,0.28,0.93,0.2,4.23,0.69,4.64,1.49,15.18
SUR,1994,0.28,0.93,0.2,4.23,0.69,4.65,1.49,15.19
SUR,1995,0.28,0.93,0.2,4.23,0.69,4.66,1.49,15.2
SUR,1996,0.28,0.93,0.2,4.22,0.69,4.68,1.5,15.21
SUR,1997,0.28,0.93,0.2,4.22,0.7,4.7,1.53,15.23
SUR,1998,0.28,0.93,0.2,4.22,0.7,4.72,1.56,15.25
SUR,1999,0.28,0.93,0.2,4.22,0.7,4.75,1.58,15.27
SUR,2000,0.28,0.93,0.2,4.22,0.7,4.78,1.59,15.29
SUR,2001,0.28,0.93,0.2,4.22,0.71,4.8,1.59,15.32
SUR,2002,0.28,0.93,0.2,4.22,0.71,4.83,1.59,15.35
SUR,2003,0.28,0.93,0.2,4.22,0.71,4.87,1.58,15.38
SUR,2004,0.28,0.93,0.2,4.23,0.71,4.89,1.57,15.4
SUR,2005,0.28,0.93,0.21,4.23,0.71,4.91,1.57,15.41
SUR,2006,0.28,0.93,0.21,4.23,0.72,4.91,1.58,15.42
SUR,2007,0.28,0.93,0.21,4.24,0.71,4.91,1.61,15.43
SUR,2008,0.28,0.93,0.22,4.25,0.71,4.92,1.65,15.43
SUR,2009,0.28,0.93,0.22,4.26,0.71,4.92,1.68,15.44
SUR,2010,0.28,0.93,0.22,4.26,0.71,4.92,1.7,15.44
SUR,2011,0.28,0.93,0.23,4.27,0.71,4.92,1.7,15.45
SUR,2012,0.29,0.93,0.23,4.28,0.71,4.92,1.7,15.46
SUR,2013,0.29,0.93,0.23,4.29,0.72,4.91,1.7,15.46
SUR,2014,0.29,0.93,0.23,4.31,0.72,4.91,1.7,15.47
SUR,2015,0.29,0.93,0.23,4.31,0.72,4.92,1.7,15.47
SUR,2016,0.29,0.93,0.24,4.31,0.72,4.92,1.65,15.48
SUR,2017,0.29,0.93,0.24,4.3,0.72,4.93,1.6,15.48
SUR,2018,0.29,0.93,0.24,4.31,0.72,4.92,1.59,15.47
SUR,2019,0.29,0.94,0.24,4.32,0.72,4.89,1.58,15.45
SWE,1990,0.31,1.06,0.45,5.15,0.66,4.57,2.9,15.3
SWE,1991,0.31,1.06,0.45,5.16,0.64,4.6,3.02,15.34
SWE,1992,0.31,1.06,0.45,5.17,0.62,4.62,3.12,15.37
SWE,1993,0.31,1.06,0.45,5.17,0.6,4.64,3.19,15.4
SWE,1994,0.31,1.06,0.45,5.18,0.6,4.65,3.23,15.41
SWE,1995,0.31,1.06,0.45,5.18,0.59,4.66,3.25,15.43
SWE,1996,0.31,1.06,0.45,5.19,0.6,4.65,3.22,15.43
SWE,1997,0.31,1.06,0.46,5.19,0.61,4.64,3.15,15.42
SWE,1998,0.31,1.06,0.47,5.2,0.62,4.62,3.05,15.42
SWE,1999,0.31,1.06,0.47,5.2,0.63,4.6,2.97,15.42
SWE,2000,0.31,1.06,0.48,5.21,0.64,4.6,2.92,15.42
SWE,2001,0.31,1.06,0.48,5.21,0.65,4.6,2.9,15.43
SWE,2002,0.31,1.06,0.49,5.22,0.68,4.6,2.89,15.44
SWE,2003,0.31,1.07,0.49,5.23,0.71,4.61,2.89,15.45
SWE,2004,0.31,1.07,0.5,5.23,0.74,4.61,2.88,15.46
SWE,2005,0.31,1.07,0.5,5.23,0.76,4.62,2.87,15.46
SWE,2006,0.31,1.07,0.51,5.23,0.76,4.62,2.86,15.46
SWE,2007,0.31,1.07,0.51,5.21,0.77,4.62,2.83,15.44
SWE,2008,0.31,1.07,0.51,5.2,0.78,4.63,2.8,15.41
SWE,2009,0.31,1.06,0.52,5.18,0.78,4.63,2.78,15.39
SWE,2010,0.31,1.06,0.52,5.18,0.79,4.63,2.78,15.38
SWE,2011,0.3,1.06,0.52,5.19,0.8,4.61,2.82,15.37
SWE,2012,0.3,1.06,0.53,5.21,0.82,4.58,2.9,15.36
SWE,2013,0.3,1.06,0.53,5.23,0.84,4.54,3,15.35
SWE,2014,0.3,1.06,0.54,5.25,0.86,4.51,3.08,15.33
SWE,2015,0.3,1.06,0.54,5.26,0.87,4.49,3.11,15.33
SWE,2016,0.3,1.06,0.55,5.25,0.87,4.49,2.74,15.33
SWE,2017,0.3,1.06,0.55,5.24,0.88,4.49,2.36,15.32
SWE,2018,0.29,1.06,0.56,5.23,0.87,4.49,2.34,15.32
SWE,2019,0.29,1.06,0.56,5.21,0.87,4.47,2.36,15.33
CHE,1990,0.31,1.02,0.5,7.08,1.85,4.82,2.87,17.38
CHE,1991,0.31,1.02,0.5,7.1,1.86,4.81,2.89,17.38
CHE,1992,0.31,1.03,0.51,7.11,1.86,4.79,2.91,17.39
CHE,1993,0.31,1.03,0.51,7.12,1.86,4.77,2.92,17.38
CHE,1994,0.31,1.03,0.51,7.13,1.86,4.75,2.93,17.37
CHE,1995,0.31,1.03,0.52,7.14,1.85,4.73,2.92,17.36
CHE,1996,0.31,1.03,0.52,7.14,1.84,4.7,2.92,17.34
CHE,1997,0.31,1.03,0.53,7.14,1.82,4.67,2.9,17.32
CHE,1998,0.31,1.03,0.53,7.14,1.79,4.64,2.89,17.29
CHE,1999,0.31,1.03,0.53,7.14,1.77,4.6,2.88,17.25
CHE,2000,0.31,1.03,0.53,7.15,1.76,4.55,2.87,17.2
CHE,2001,0.31,1.03,0.53,7.15,1.75,4.41,2.86,17.09
CHE,2002,0.31,1.03,0.53,7.16,1.74,4.15,2.87,16.89
CHE,2003,0.31,1.04,0.53,7.17,1.72,3.87,2.88,16.66
CHE,2004,0.31,1.04,0.53,7.18,1.71,3.63,2.88,16.48
CHE,2005,0.31,1.04,0.53,7.19,1.69,3.54,2.87,16.4
CHE,2006,0.31,1.04,0.53,7.24,1.68,3.6,2.84,16.5
CHE,2007,0.31,1.04,0.53,7.33,1.66,3.76,2.8,16.7
CHE,2008,0.31,1.04,0.54,7.44,1.64,3.94,2.76,16.94
CHE,2009,0.31,1.04,0.54,7.54,1.62,4.09,2.71,17.14
CHE,2010,0.31,1.04,0.54,7.58,1.62,4.15,2.69,17.23
CHE,2011,0.31,1.04,0.54,7.58,1.62,4.15,2.68,17.22
CHE,2012,0.31,1.04,0.54,7.58,1.62,4.13,2.67,17.21
CHE,2013,0.31,1.04,0.54,7.57,1.62,4.11,2.67,17.19
CHE,2014,0.31,1.04,0.54,7.57,1.63,4.1,2.66,17.18
CHE,2015,0.31,1.04,0.54,7.57,1.63,4.09,2.66,17.17
CHE,2016,0.31,1.04,0.54,7.55,1.64,4.1,2.64,17.18
CHE,2017,0.31,1.04,0.54,7.53,1.64,4.11,2.61,17.18
CHE,2018,0.31,1.04,0.54,7.51,1.6,4.11,2.58,17.14
CHE,2019,0.31,1.04,0.54,7.49,1.51,4.08,2.53,17.07
SYR,1990,0.26,0.8,0.15,5.48,0.27,4.29,0.42,16.06
SYR,1991,0.26,0.8,0.15,5.49,0.27,4.27,0.42,16.04
SYR,1992,0.26,0.8,0.15,5.5,0.27,4.26,0.42,16.02
SYR,1993,0.26,0.8,0.15,5.51,0.27,4.24,0.42,16
SYR,1994,0.26,0.8,0.15,5.52,0.27,4.23,0.43,15.98
SYR,1995,0.26,0.8,0.15,5.52,0.27,4.22,0.43,15.96
SYR,1996,0.26,0.8,0.15,5.52,0.27,4.21,0.43,15.94
SYR,1997,0.26,0.8,0.16,5.53,0.27,4.21,0.43,15.93
SYR,1998,0.26,0.8,0.16,5.54,0.27,4.2,0.43,15.91
SYR,1999,0.26,0.8,0.16,5.54,0.28,4.2,0.43,15.9
SYR,2000,0.26,0.8,0.16,5.55,0.28,4.2,0.43,15.89
SYR,2001,0.26,0.81,0.16,5.55,0.28,4.2,0.43,15.87
SYR,2002,0.26,0.81,0.16,5.56,0.29,4.2,0.43,15.86
SYR,2003,0.26,0.81,0.16,5.57,0.29,4.2,0.43,15.84
SYR,2004,0.26,0.81,0.16,5.58,0.29,4.19,0.43,15.83
SYR,2005,0.26,0.81,0.16,5.58,0.3,4.19,0.43,15.8
SYR,2006,0.26,0.81,0.17,5.58,0.31,4.18,0.44,15.77
SYR,2007,0.26,0.81,0.17,5.6,0.31,4.16,0.44,15.73
SYR,2008,0.26,0.81,0.17,5.62,0.32,4.14,0.44,15.68
SYR,2009,0.26,0.81,0.17,5.63,0.33,4.13,0.44,15.66
SYR,2010,0.26,0.81,0.17,5.65,0.34,4.13,0.44,15.66
SYR,2011,0.26,0.81,0.17,5.69,0.34,4.14,0.44,15.7
SYR,2012,0.26,0.81,0.17,5.74,0.35,4.16,0.43,15.77
SYR,2013,0.26,0.81,0.18,5.79,0.35,4.19,0.43,15.85
SYR,2014,0.26,0.81,0.17,5.84,0.36,4.22,0.42,15.94
SYR,2015,0.26,0.81,0.17,5.87,0.36,4.23,0.42,16
SYR,2016,0.26,0.81,0.17,5.87,0.38,4.24,0.42,16.04
SYR,2017,0.26,0.82,0.17,5.87,0.39,4.24,0.42,16.08
SYR,2018,0.26,0.82,0.17,5.88,0.39,4.28,0.42,16.16
SYR,2019,0.26,0.82,0.17,5.91,0.39,4.35,0.42,16.28
TWN,1990,0.31,0.21,0.13,4.16,0.6,2.62,0.47,10.83
TWN,1991,0.31,0.21,0.13,4.1,0.6,2.62,0.47,10.76
TWN,1992,0.31,0.21,0.14,4.04,0.6,2.63,0.47,10.7
TWN,1993,0.32,0.21,0.14,4,0.61,2.63,0.47,10.65
TWN,1994,0.32,0.21,0.14,3.97,0.61,2.64,0.47,10.62
TWN,1995,0.32,0.21,0.14,3.96,0.61,2.65,0.47,10.6
TWN,1996,0.32,0.21,0.15,3.97,0.62,2.65,0.47,10.6
TWN,1997,0.32,0.21,0.15,3.98,0.63,2.66,0.47,10.61
TWN,1998,0.32,0.21,0.15,4,0.64,2.68,0.47,10.63
TWN,1999,0.32,0.21,0.15,4.01,0.66,2.69,0.47,10.64
TWN,2000,0.32,0.21,0.15,4.02,0.67,2.7,0.48,10.65
TWN,2001,0.32,0.21,0.16,4.01,0.68,2.71,0.48,10.64
TWN,2002,0.32,0.21,0.16,3.99,0.68,2.72,0.49,10.61
TWN,2003,0.32,0.21,0.16,3.95,0.69,2.73,0.5,10.57
TWN,2004,0.32,0.21,0.16,3.93,0.7,2.73,0.51,10.54
TWN,2005,0.32,0.21,0.16,3.92,0.7,2.74,0.51,10.52
TWN,2006,0.32,0.21,0.16,3.91,0.7,2.74,0.53,10.52
TWN,2007,0.32,0.21,0.16,3.91,0.7,2.74,0.54,10.51
TWN,2008,0.32,0.21,0.17,3.91,0.69,2.74,0.55,10.5
TWN,2009,0.32,0.21,0.17,3.91,0.69,2.74,0.57,10.49
TWN,2010,0.32,0.21,0.17,3.91,0.68,2.75,0.58,10.49
TWN,2011,0.32,0.21,0.17,3.91,0.69,2.75,0.59,10.49
TWN,2012,0.32,0.21,0.17,3.92,0.69,2.75,0.6,10.51
TWN,2013,0.33,0.21,0.17,3.93,0.69,2.76,0.61,10.52
TWN,2014,0.33,0.21,0.18,3.93,0.69,2.77,0.61,10.54
TWN,2015,0.34,0.21,0.18,3.94,0.69,2.77,0.62,10.54
TWN,2016,0.34,0.21,0.18,3.91,0.7,2.76,0.61,10.51
TWN,2017,0.34,0.21,0.18,3.88,0.72,2.76,0.61,10.48
TWN,2018,0.34,0.21,0.19,3.9,0.72,2.76,0.62,10.51
TWN,2019,0.34,0.21,0.19,3.96,0.73,2.77,0.63,10.6
TJK,1990,0.28,0.54,0.11,2.46,0.43,3.12,2.51,10.71
TJK,1991,0.28,0.54,0.1,2.46,0.43,3.11,2.51,10.75
TJK,1992,0.28,0.54,0.1,2.46,0.43,3.09,2.51,10.79
TJK,1993,0.28,0.54,0.1,2.47,0.43,3.08,2.51,10.84
TJK,1994,0.28,0.54,0.09,2.47,0.43,3.07,2.52,10.9
TJK,1995,0.28,0.54,0.09,2.47,0.43,3.05,2.52,10.96
TJK,1996,0.28,0.54,0.09,2.47,0.43,3.04,2.54,11.05
TJK,1997,0.27,0.54,0.08,2.47,0.43,3.02,2.56,11.16
TJK,1998,0.27,0.54,0.08,2.46,0.43,3,2.58,11.27
TJK,1999,0.27,0.54,0.08,2.46,0.42,2.98,2.6,11.35
TJK,2000,0.27,0.54,0.08,2.46,0.42,2.97,2.61,11.38
TJK,2001,0.27,0.54,0.08,2.46,0.42,2.96,2.61,11.38
TJK,2002,0.27,0.54,0.08,2.47,0.43,2.96,2.61,11.38
TJK,2003,0.27,0.54,0.08,2.47,0.43,2.96,2.59,11.37
TJK,2004,0.27,0.54,0.08,2.47,0.43,2.96,2.58,11.37
TJK,2005,0.27,0.54,0.08,2.48,0.43,2.95,2.58,11.36
TJK,2006,0.27,0.54,0.08,2.48,0.43,2.94,2.59,11.33
TJK,2007,0.27,0.54,0.08,2.48,0.43,2.93,2.59,11.29
TJK,2008,0.27,0.54,0.08,2.48,0.43,2.92,2.59,11.24
TJK,2009,0.27,0.54,0.08,2.49,0.43,2.9,2.59,11.19
TJK,2010,0.27,0.54,0.08,2.49,0.43,2.9,2.59,11.15
TJK,2011,0.27,0.54,0.08,2.49,0.43,2.9,2.56,11.13
TJK,2012,0.28,0.54,0.09,2.5,0.43,2.91,2.5,11.12
TJK,2013,0.28,0.54,0.09,2.51,0.43,2.92,2.43,11.11
TJK,2014,0.28,0.54,0.09,2.52,0.43,2.93,2.37,11.1
TJK,2015,0.28,0.54,0.09,2.53,0.43,2.94,2.34,11.08
TJK,2016,0.28,0.54,0.09,2.53,0.44,2.94,2.34,11.06
TJK,2017,0.28,0.54,0.09,2.53,0.44,2.95,2.37,11.04
TJK,2018,0.28,0.54,0.09,2.53,0.44,2.96,2.4,11.04
TJK,2019,0.28,0.54,0.09,2.54,0.44,2.97,2.46,11.04
TZA,1990,0.21,0.59,0.09,3.72,0.42,4.85,1.39,12.73
TZA,1991,0.21,0.59,0.09,3.73,0.42,4.85,1.39,12.75
TZA,1992,0.21,0.59,0.09,3.73,0.42,4.84,1.38,12.76
TZA,1993,0.21,0.59,0.09,3.73,0.42,4.84,1.38,12.76
TZA,1994,0.21,0.59,0.09,3.73,0.42,4.83,1.38,12.77
TZA,1995,0.21,0.59,0.09,3.73,0.42,4.83,1.38,12.77
TZA,1996,0.21,0.59,0.09,3.73,0.43,4.82,1.38,12.76
TZA,1997,0.21,0.59,0.09,3.73,0.43,4.82,1.38,12.76
TZA,1998,0.21,0.59,0.09,3.73,0.43,4.81,1.39,12.75
TZA,1999,0.21,0.59,0.09,3.73,0.43,4.8,1.39,12.74
TZA,2000,0.21,0.59,0.09,3.73,0.43,4.8,1.39,12.73
TZA,2001,0.21,0.59,0.09,3.74,0.43,4.78,1.39,12.71
TZA,2002,0.21,0.6,0.09,3.74,0.43,4.76,1.39,12.67
TZA,2003,0.21,0.6,0.09,3.75,0.43,4.74,1.39,12.64
TZA,2004,0.21,0.6,0.09,3.76,0.44,4.72,1.39,12.61
TZA,2005,0.21,0.6,0.09,3.76,0.44,4.71,1.39,12.59
TZA,2006,0.21,0.6,0.09,3.77,0.44,4.7,1.39,12.57
TZA,2007,0.21,0.6,0.09,3.77,0.44,4.7,1.39,12.56
TZA,2008,0.21,0.6,0.09,3.78,0.44,4.69,1.4,12.55
TZA,2009,0.21,0.6,0.09,3.79,0.44,4.69,1.4,12.55
TZA,2010,0.21,0.6,0.09,3.79,0.44,4.69,1.4,12.55
TZA,2011,0.21,0.6,0.1,3.81,0.44,4.69,1.4,12.55
TZA,2012,0.21,0.6,0.1,3.83,0.44,4.7,1.4,12.55
TZA,2013,0.21,0.6,0.1,3.85,0.44,4.7,1.41,12.55
TZA,2014,0.22,0.6,0.1,3.88,0.45,4.7,1.41,12.55
TZA,2015,0.22,0.6,0.1,3.89,0.45,4.7,1.41,12.55
TZA,2016,0.22,0.6,0.1,3.91,0.42,4.71,1.41,12.56
TZA,2017,0.22,0.6,0.11,3.93,0.4,4.73,1.41,12.57
TZA,2018,0.22,0.61,0.11,3.92,0.4,4.74,1.42,12.58
TZA,2019,0.22,0.61,0.11,3.91,0.4,4.77,1.45,12.58
THA,1990,0.29,0.34,0.1,3.35,0.74,2.92,1.03,12.66
THA,1991,0.29,0.34,0.1,3.36,0.74,2.93,1.04,12.61
THA,1992,0.3,0.34,0.1,3.37,0.75,2.94,1.06,12.56
THA,1993,0.3,0.34,0.1,3.37,0.75,2.94,1.07,12.52
THA,1994,0.3,0.34,0.11,3.38,0.76,2.95,1.09,12.48
THA,1995,0.3,0.34,0.11,3.38,0.77,2.96,1.11,12.45
THA,1996,0.3,0.34,0.11,3.39,0.78,2.97,1.13,12.43
THA,1997,0.3,0.34,0.11,3.39,0.82,2.98,1.17,12.43
THA,1998,0.3,0.34,0.11,3.4,0.86,2.99,1.21,12.43
THA,1999,0.3,0.34,0.11,3.41,0.89,3.01,1.24,12.43
THA,2000,0.3,0.34,0.11,3.42,0.91,3.01,1.25,12.43
THA,2001,0.3,0.34,0.11,3.42,0.91,3.02,1.26,12.43
THA,2002,0.3,0.34,0.11,3.42,0.92,3.04,1.26,12.43
THA,2003,0.31,0.34,0.12,3.43,0.92,3.05,1.26,12.44
THA,2004,0.31,0.34,0.12,3.43,0.93,3.06,1.25,12.44
THA,2005,0.31,0.34,0.12,3.44,0.93,3.06,1.25,12.43
THA,2006,0.31,0.34,0.12,3.44,0.92,3.05,1.25,12.4
THA,2007,0.31,0.34,0.12,3.45,0.9,3.05,1.24,12.37
THA,2008,0.31,0.35,0.12,3.46,0.87,3.04,1.23,12.34
THA,2009,0.31,0.35,0.12,3.48,0.85,3.03,1.22,12.31
THA,2010,0.31,0.35,0.13,3.49,0.83,3.02,1.21,12.27
THA,2011,0.31,0.35,0.13,3.49,0.84,3.02,1.21,12.23
THA,2012,0.31,0.35,0.13,3.5,0.84,3.02,1.21,12.19
THA,2013,0.31,0.35,0.13,3.51,0.85,3.01,1.2,12.14
THA,2014,0.31,0.35,0.13,3.52,0.85,3.01,1.2,12.1
THA,2015,0.32,0.35,0.13,3.53,0.86,3.01,1.2,12.08
THA,2016,0.31,0.35,0.13,3.53,0.85,3.01,1.21,12.07
THA,2017,0.31,0.35,0.14,3.54,0.85,3,1.21,12.06
THA,2018,0.31,0.35,0.14,3.55,0.85,3,1.21,12.05
THA,2019,0.32,0.35,0.14,3.57,0.85,2.99,1.22,12.04
TLS,1990,0.25,0.32,0.07,3.68,0.51,3.11,0.7,12.04
TLS,1991,0.25,0.32,0.07,3.68,0.51,3.11,0.7,12
TLS,1992,0.26,0.32,0.07,3.69,0.51,3.1,0.71,11.96
TLS,1993,0.26,0.32,0.07,3.69,0.51,3.1,0.71,11.92
TLS,1994,0.26,0.32,0.07,3.7,0.51,3.09,0.71,11.88
TLS,1995,0.26,0.32,0.08,3.7,0.51,3.08,0.71,11.85
TLS,1996,0.26,0.32,0.08,3.7,0.51,3.07,0.71,11.8
TLS,1997,0.26,0.32,0.08,3.7,0.51,3.04,0.7,11.75
TLS,1998,0.26,0.32,0.08,3.71,0.51,3.01,0.7,11.7
TLS,1999,0.26,0.32,0.08,3.71,0.51,2.99,0.7,11.65
TLS,2000,0.26,0.32,0.08,3.71,0.51,2.97,0.7,11.61
TLS,2001,0.26,0.32,0.08,3.72,0.51,2.96,0.69,11.6
TLS,2002,0.26,0.32,0.08,3.73,0.51,2.95,0.69,11.6
TLS,2003,0.26,0.32,0.08,3.74,0.52,2.94,0.69,11.61
TLS,2004,0.26,0.32,0.08,3.75,0.52,2.93,0.69,11.62
TLS,2005,0.26,0.32,0.08,3.75,0.52,2.93,0.69,11.6
TLS,2006,0.26,0.32,0.08,3.76,0.52,2.91,0.7,11.53
TLS,2007,0.26,0.32,0.09,3.77,0.53,2.89,0.7,11.41
TLS,2008,0.26,0.32,0.09,3.78,0.53,2.88,0.71,11.29
TLS,2009,0.27,0.32,0.1,3.79,0.53,2.86,0.72,11.18
TLS,2010,0.27,0.32,0.1,3.79,0.53,2.86,0.72,11.12
TLS,2011,0.27,0.32,0.1,3.8,0.53,2.86,0.72,11.11
TLS,2012,0.27,0.32,0.1,3.82,0.53,2.86,0.73,11.11
TLS,2013,0.27,0.32,0.1,3.84,0.53,2.87,0.73,11.12
TLS,2014,0.27,0.33,0.1,3.85,0.53,2.88,0.73,11.14
TLS,2015,0.27,0.33,0.1,3.86,0.53,2.88,0.73,11.15
TLS,2016,0.27,0.33,0.1,3.87,0.54,2.88,0.73,11.16
TLS,2017,0.27,0.33,0.1,3.88,0.54,2.88,0.73,11.18
