Code,Year,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
BHS,1998,0.3,0.94,0.3,4.44,1.01,3.14,1.9,13.99
BHS,1999,0.3,0.94,0.3,4.45,1.01,3.15,1.93,14
BHS,2000,0.3,0.94,0.3,4.45,1.02,3.15,1.94,14
BHS,2001,0.3,0.94,0.31,4.45,1.02,3.15,1.94,14
BHS,2002,0.3,0.94,0.31,4.45,1.02,3.15,1.94,14
BHS,2003,0.3,0.94,0.31,4.44,1.02,3.15,1.93,14
BHS,2004,0.3,0.94,0.31,4.44,1.02,3.15,1.93,13.99
BHS,2005,0.3,0.94,0.32,4.44,1.02,3.14,1.93,13.99
BHS,2006,0.3,0.94,0.32,4.44,1.02,3.13,1.95,13.98
BHS,2007,0.3,0.94,0.31,4.45,1.02,3.11,1.99,13.98
BHS,2008,0.3,0.94,0.31,4.47,1.02,3.09,2.03,13.97
BHS,2009,0.3,0.94,0.31,4.48,1.02,3.07,2.07,13.97
BHS,2010,0.3,0.94,0.31,4.48,1.02,3.07,2.09,13.97
BHS,2011,0.3,0.94,0.31,4.49,1.02,3.07,2.1,13.98
BHS,2012,0.3,0.94,0.31,4.51,1.01,3.08,2.11,14.01
BHS,2013,0.3,0.94,0.31,4.52,1.01,3.1,2.11,14.03
BHS,2014,0.3,0.94,0.31,4.53,1.01,3.11,2.11,14.06
BHS,2015,0.3,0.94,0.31,4.54,1.01,3.12,2.11,14.07
BHS,2016,0.3,0.94,0.31,4.55,1.01,3.12,2.05,14.07
BHS,2017,0.3,0.94,0.31,4.55,1.01,3.12,1.99,14.07
BHS,2018,0.3,0.94,0.31,4.55,1,3.15,1.98,14.1
BHS,2019,0.3,0.94,0.31,4.56,0.97,3.21,1.97,14.16
BHR,1990,0.28,0.81,0.27,5.12,0.41,5.21,0.56,15.16
BHR,1991,0.28,0.81,0.27,5.12,0.41,5.23,0.56,15.17
BHR,1992,0.28,0.81,0.27,5.12,0.41,5.25,0.56,15.18
BHR,1993,0.28,0.81,0.28,5.13,0.41,5.27,0.56,15.19
BHR,1994,0.28,0.81,0.28,5.14,0.41,5.28,0.56,15.2
BHR,1995,0.28,0.81,0.28,5.14,0.41,5.29,0.56,15.2
BHR,1996,0.28,0.81,0.28,5.14,0.42,5.29,0.56,15.19
BHR,1997,0.28,0.81,0.28,5.14,0.42,5.29,0.56,15.17
BHR,1998,0.28,0.81,0.28,5.13,0.42,5.29,0.55,15.14
BHR,1999,0.28,0.8,0.28,5.13,0.42,5.28,0.55,15.11
BHR,2000,0.28,0.8,0.28,5.13,0.42,5.28,0.55,15.09
BHR,2001,0.28,0.8,0.28,5.13,0.42,5.27,0.55,15.07
BHR,2002,0.28,0.8,0.28,5.14,0.41,5.24,0.54,15.03
BHR,2003,0.28,0.8,0.28,5.13,0.41,5.19,0.54,14.98
BHR,2004,0.28,0.8,0.28,5.12,0.41,5.14,0.54,14.93
BHR,2005,0.28,0.8,0.28,5.11,0.41,5.09,0.54,14.87
BHR,2006,0.28,0.8,0.28,5.11,0.41,5.04,0.54,14.83
BHR,2007,0.28,0.8,0.28,5.12,0.41,4.99,0.54,14.8
BHR,2008,0.28,0.81,0.28,5.13,0.41,4.94,0.54,14.78
BHR,2009,0.28,0.81,0.28,5.13,0.42,4.89,0.54,14.76
BHR,2010,0.28,0.81,0.28,5.13,0.42,4.84,0.54,14.73
BHR,2011,0.28,0.81,0.29,5.13,0.42,4.81,0.53,14.7
BHR,2012,0.28,0.81,0.29,5.13,0.42,4.79,0.52,14.67
BHR,2013,0.28,0.81,0.29,5.13,0.41,4.77,0.52,14.64
BHR,2014,0.28,0.81,0.29,5.12,0.41,4.75,0.51,14.61
BHR,2015,0.28,0.81,0.29,5.12,0.42,4.73,0.5,14.58
BHR,2016,0.28,0.81,0.3,5.1,0.42,4.72,0.5,14.55
BHR,2017,0.28,0.81,0.3,5.09,0.43,4.71,0.5,14.53
BHR,2018,0.28,0.81,0.3,5.11,0.43,4.72,0.5,14.54
BHR,2019,0.28,0.82,0.3,5.15,0.43,4.72,0.5,14.57
BGD,1990,0.28,0.4,0.09,3.13,0.32,4.83,1.1,13.5
BGD,1991,0.29,0.4,0.09,3.09,0.31,4.81,1.1,13.4
BGD,1992,0.29,0.4,0.09,3.06,0.31,4.8,1.11,13.3
BGD,1993,0.29,0.4,0.09,3.03,0.3,4.78,1.11,13.21
BGD,1994,0.29,0.4,0.09,3.01,0.3,4.77,1.12,13.13
BGD,1995,0.29,0.4,0.09,3.01,0.3,4.75,1.12,13.06
BGD,1996,0.29,0.4,0.09,3.01,0.3,4.74,1.12,12.99
BGD,1997,0.29,0.4,0.09,3.01,0.31,4.73,1.13,12.92
BGD,1998,0.29,0.4,0.09,3.01,0.31,4.72,1.13,12.86
BGD,1999,0.29,0.4,0.09,3.02,0.31,4.7,1.14,12.79
BGD,2000,0.29,0.4,0.09,3.03,0.31,4.69,1.14,12.73
BGD,2001,0.29,0.4,0.09,3.07,0.31,4.69,1.14,12.7
BGD,2002,0.29,0.4,0.09,3.15,0.32,4.68,1.14,12.7
BGD,2003,0.28,0.4,0.09,3.26,0.32,4.68,1.14,12.72
BGD,2004,0.28,0.4,0.09,3.35,0.32,4.68,1.13,12.73
BGD,2005,0.28,0.4,0.09,3.39,0.33,4.68,1.13,12.69
BGD,2006,0.28,0.4,0.09,3.37,0.33,4.68,1.14,12.59
BGD,2007,0.28,0.4,0.1,3.33,0.33,4.68,1.14,12.47
BGD,2008,0.28,0.4,0.1,3.28,0.34,4.67,1.14,12.34
BGD,2009,0.28,0.4,0.1,3.24,0.34,4.68,1.15,12.22
BGD,2010,0.28,0.4,0.1,3.22,0.35,4.68,1.15,12.14
BGD,2011,0.28,0.4,0.1,3.22,0.35,4.69,1.14,12.08
BGD,2012,0.28,0.4,0.1,3.23,0.36,4.7,1.12,12.03
BGD,2013,0.28,0.4,0.11,3.23,0.36,4.71,1.11,11.98
BGD,2014,0.28,0.4,0.11,3.24,0.36,4.72,1.09,11.94
BGD,2015,0.28,0.4,0.11,3.24,0.37,4.72,1.08,11.9
BGD,2016,0.28,0.4,0.11,3.25,0.37,4.73,1.09,11.86
BGD,2017,0.28,0.4,0.12,3.25,0.37,4.73,1.1,11.83
BGD,2018,0.28,0.4,0.12,3.26,0.37,4.74,1.13,11.81
BGD,2019,0.28,0.4,0.12,3.27,0.37,4.75,1.16,11.8
BRB,1990,0.29,0.98,0.24,4.45,1.13,3.29,1.37,14.2
BRB,1991,0.29,0.98,0.24,4.45,1.14,3.25,1.35,14.17
BRB,1992,0.29,0.98,0.24,4.45,1.16,3.23,1.33,14.14
BRB,1993,0.3,0.98,0.24,4.44,1.17,3.21,1.32,14.13
BRB,1994,0.3,0.98,0.24,4.44,1.18,3.19,1.32,14.12
BRB,1995,0.3,0.98,0.24,4.44,1.19,3.19,1.32,14.12
BRB,1996,0.3,0.98,0.24,4.44,1.19,3.19,1.33,14.12
BRB,1997,0.3,0.98,0.25,4.44,1.19,3.19,1.35,14.13
BRB,1998,0.3,0.98,0.25,4.45,1.19,3.2,1.38,14.13
BRB,1999,0.3,0.98,0.25,4.45,1.18,3.21,1.4,14.14
BRB,2000,0.3,0.98,0.25,4.45,1.18,3.21,1.41,14.14
BRB,2001,0.3,0.98,0.25,4.45,1.18,3.22,1.41,14.15
BRB,2002,0.3,0.98,0.25,4.45,1.18,3.22,1.4,14.16
BRB,2003,0.3,0.98,0.25,4.45,1.18,3.23,1.38,14.16
BRB,2004,0.3,0.98,0.25,4.45,1.18,3.24,1.37,14.17
BRB,2005,0.3,0.98,0.25,4.45,1.18,3.24,1.37,14.18
BRB,2006,0.3,0.98,0.25,4.46,1.18,3.24,1.37,14.18
BRB,2007,0.3,0.98,0.25,4.47,1.18,3.23,1.39,14.18
BRB,2008,0.3,0.98,0.26,4.48,1.17,3.22,1.41,14.18
BRB,2009,0.3,0.98,0.26,4.49,1.17,3.22,1.42,14.19
BRB,2010,0.3,0.98,0.26,4.49,1.17,3.21,1.43,14.2
BRB,2011,0.3,0.98,0.26,4.5,1.17,3.22,1.43,14.21
BRB,2012,0.3,0.98,0.26,4.51,1.16,3.23,1.43,14.24
BRB,2013,0.3,0.98,0.25,4.53,1.16,3.25,1.42,14.27
BRB,2014,0.3,0.98,0.25,4.54,1.15,3.26,1.41,14.29
BRB,2015,0.3,0.98,0.25,4.55,1.15,3.27,1.4,14.31
BRB,2016,0.3,0.98,0.25,4.55,1.15,3.27,1.37,14.32
BRB,2017,0.3,0.98,0.25,4.56,1.16,3.27,1.34,14.32
BRB,2018,0.3,0.98,0.25,4.56,1.14,3.29,1.34,14.34
BRB,2019,0.3,0.98,0.25,4.56,1.11,3.34,1.33,14.38
BLR,1990,0.29,0.56,0.12,3.76,0.89,4.18,2.7,12.8
BLR,1991,0.29,0.56,0.12,3.76,0.9,4.19,2.77,12.83
BLR,1992,0.29,0.56,0.11,3.76,0.91,4.2,2.83,12.87
BLR,1993,0.29,0.56,0.11,3.76,0.92,4.22,2.89,12.9
BLR,1994,0.29,0.56,0.11,3.76,0.93,4.24,2.94,12.93
BLR,1995,0.29,0.56,0.11,3.76,0.94,4.25,2.97,12.96
BLR,1996,0.29,0.56,0.11,3.76,0.94,4.27,2.99,13
BLR,1997,0.29,0.56,0.11,3.76,0.95,4.3,3.01,13.05
BLR,1998,0.29,0.56,0.11,3.76,0.96,4.33,3.03,13.1
BLR,1999,0.29,0.56,0.11,3.76,0.96,4.35,3.05,13.14
BLR,2000,0.29,0.56,0.11,3.76,0.96,4.37,3.06,13.16
BLR,2001,0.29,0.56,0.11,3.76,0.96,4.38,3.06,13.16
BLR,2002,0.29,0.56,0.11,3.76,0.96,4.38,3.05,13.16
BLR,2003,0.29,0.56,0.11,3.76,0.97,4.39,3.04,13.14
BLR,2004,0.29,0.56,0.11,3.76,0.97,4.39,3.02,13.11
BLR,2005,0.29,0.56,0.11,3.76,0.97,4.39,3,13.08
BLR,2006,0.29,0.56,0.12,3.76,0.96,4.37,2.98,13.03
BLR,2007,0.29,0.56,0.12,3.76,0.96,4.33,2.95,12.97
BLR,2008,0.29,0.56,0.12,3.76,0.96,4.29,2.92,12.89
BLR,2009,0.29,0.56,0.13,3.76,0.95,4.25,2.89,12.82
BLR,2010,0.29,0.56,0.13,3.76,0.95,4.23,2.87,12.77
BLR,2011,0.3,0.56,0.13,3.77,0.95,4.22,2.87,12.74
BLR,2012,0.3,0.56,0.13,3.77,0.94,4.21,2.88,12.71
BLR,2013,0.3,0.56,0.14,3.77,0.93,4.21,2.9,12.68
BLR,2014,0.3,0.56,0.14,3.77,0.93,4.2,2.92,12.67
BLR,2015,0.3,0.56,0.14,3.77,0.93,4.2,2.93,12.66
BLR,2016,0.3,0.56,0.14,3.76,0.93,4.2,2.89,12.65
BLR,2017,0.3,0.56,0.14,3.76,0.92,4.2,2.84,12.64
BLR,2018,0.3,0.56,0.14,3.76,0.92,4.18,2.82,12.61
BLR,2019,0.3,0.56,0.14,3.76,0.92,4.13,2.76,12.57
BEL,1990,0.3,0.99,0.4,5.49,1.12,3.63,2.47,14.72
BEL,1991,0.3,0.99,0.4,5.49,1.12,3.62,2.53,14.71
BEL,1992,0.3,0.99,0.41,5.49,1.13,3.61,2.59,14.71
BEL,1993,0.3,0.99,0.41,5.49,1.14,3.6,2.64,14.7
BEL,1994,0.3,0.99,0.42,5.49,1.14,3.6,2.69,14.7
BEL,1995,0.3,0.99,0.42,5.5,1.14,3.6,2.71,14.7
BEL,1996,0.3,0.99,0.42,5.49,1.14,3.6,2.73,14.69
BEL,1997,0.3,0.99,0.42,5.47,1.13,3.59,2.75,14.68
BEL,1998,0.3,0.99,0.43,5.46,1.12,3.59,2.76,14.66
BEL,1999,0.3,0.99,0.43,5.44,1.12,3.59,2.78,14.65
BEL,2000,0.3,0.99,0.43,5.44,1.12,3.61,2.79,14.66
BEL,2001,0.3,0.99,0.43,5.44,1.13,3.63,2.77,14.69
BEL,2002,0.3,1,0.44,5.45,1.14,3.65,2.72,14.71
BEL,2003,0.3,1,0.44,5.45,1.14,3.68,2.67,14.74
BEL,2004,0.3,1,0.45,5.46,1.15,3.7,2.61,14.77
BEL,2005,0.3,1,0.45,5.46,1.16,3.73,2.58,14.79
BEL,2006,0.3,1,0.45,5.47,1.16,3.77,2.56,14.83
BEL,2007,0.3,0.99,0.46,5.48,1.16,3.84,2.54,14.89
BEL,2008,0.3,0.99,0.46,5.49,1.15,3.92,2.52,14.94
BEL,2009,0.3,0.99,0.46,5.5,1.15,3.98,2.51,14.99
BEL,2010,0.3,0.99,0.46,5.51,1.15,4.01,2.5,15.02
BEL,2011,0.3,0.99,0.46,5.53,1.16,4,2.5,15.02
BEL,2012,0.3,0.99,0.47,5.55,1.16,3.98,2.49,15.02
BEL,2013,0.3,0.99,0.47,5.58,1.17,3.95,2.49,15.02
BEL,2014,0.3,0.99,0.47,5.6,1.17,3.92,2.49,15.02
BEL,2015,0.3,0.99,0.47,5.61,1.18,3.9,2.49,15.02
BEL,2016,0.3,0.99,0.47,5.6,1.19,3.9,2.5,15.01
BEL,2017,0.3,0.99,0.48,5.6,1.2,3.89,2.52,15
BEL,2018,0.3,0.99,0.48,5.58,1.19,3.89,2.52,14.99
BEL,2019,0.3,0.99,0.48,5.55,1.17,3.9,2.52,14.96
BLZ,1990,0.27,0.94,0.17,4.2,0.96,3.32,1.42,14.18
BLZ,1991,0.28,0.94,0.17,4.19,0.96,3.31,1.42,14.16
BLZ,1992,0.28,0.94,0.18,4.19,0.96,3.31,1.42,14.14
BLZ,1993,0.28,0.94,0.18,4.19,0.96,3.31,1.43,14.13
BLZ,1994,0.28,0.94,0.18,4.19,0.96,3.31,1.43,14.12
BLZ,1995,0.28,0.94,0.18,4.19,0.96,3.32,1.44,14.12
BLZ,1996,0.28,0.94,0.18,4.2,0.96,3.33,1.46,14.13
BLZ,1997,0.28,0.94,0.18,4.2,0.96,3.35,1.49,14.14
BLZ,1998,0.28,0.94,0.19,4.2,0.95,3.37,1.53,14.16
BLZ,1999,0.28,0.94,0.19,4.21,0.95,3.39,1.56,14.17
BLZ,2000,0.28,0.94,0.19,4.21,0.94,3.41,1.58,14.18
BLZ,2001,0.28,0.94,0.19,4.21,0.95,3.42,1.57,14.19
BLZ,2002,0.28,0.94,0.19,4.21,0.95,3.43,1.57,14.18
BLZ,2003,0.28,0.94,0.19,4.2,0.95,3.45,1.56,14.19
BLZ,2004,0.28,0.94,0.19,4.2,0.95,3.45,1.56,14.18
BLZ,2005,0.28,0.94,0.19,4.2,0.95,3.46,1.56,14.18
BLZ,2006,0.28,0.94,0.2,4.21,0.95,3.45,1.57,14.19
BLZ,2007,0.28,0.94,0.2,4.23,0.95,3.43,1.59,14.19
BLZ,2008,0.28,0.94,0.2,4.25,0.95,3.42,1.61,14.19
BLZ,2009,0.28,0.95,0.2,4.27,0.95,3.4,1.64,14.2
BLZ,2010,0.28,0.95,0.2,4.28,0.95,3.39,1.65,14.2
BLZ,2011,0.28,0.95,0.2,4.29,0.95,3.39,1.66,14.21
BLZ,2012,0.28,0.95,0.2,4.31,0.95,3.4,1.67,14.23
BLZ,2013,0.28,0.95,0.2,4.32,0.95,3.41,1.69,14.25
BLZ,2014,0.28,0.95,0.2,4.33,0.94,3.41,1.69,14.27
BLZ,2015,0.28,0.95,0.2,4.34,0.94,3.42,1.69,14.28
BLZ,2016,0.28,0.95,0.2,4.35,0.95,3.43,1.65,14.29
BLZ,2017,0.28,0.95,0.2,4.35,0.95,3.43,1.6,14.29
BLZ,2018,0.28,0.95,0.21,4.36,0.93,3.44,1.59,14.31
BLZ,2019,0.28,0.95,0.2,4.37,0.88,3.46,1.59,14.33
BEN,1990,0.21,0.55,0.09,3.18,0.28,4.38,0.53,11.7
BEN,1991,0.21,0.55,0.09,3.18,0.28,4.38,0.53,11.71
BEN,1992,0.21,0.55,0.09,3.18,0.29,4.38,0.53,11.71
BEN,1993,0.21,0.55,0.09,3.18,0.29,4.38,0.54,11.72
BEN,1994,0.21,0.55,0.09,3.18,0.3,4.39,0.54,11.72
BEN,1995,0.21,0.55,0.09,3.18,0.3,4.39,0.54,11.73
BEN,1996,0.21,0.55,0.09,3.18,0.3,4.4,0.54,11.74
BEN,1997,0.21,0.55,0.09,3.19,0.3,4.41,0.55,11.75
BEN,1998,0.21,0.55,0.09,3.19,0.3,4.43,0.55,11.76
BEN,1999,0.21,0.55,0.09,3.19,0.31,4.44,0.55,11.77
BEN,2000,0.21,0.55,0.09,3.19,0.31,4.45,0.56,11.78
BEN,2001,0.21,0.55,0.09,3.19,0.31,4.46,0.56,11.79
BEN,2002,0.21,0.55,0.09,3.19,0.31,4.47,0.55,11.79
BEN,2003,0.21,0.55,0.09,3.2,0.32,4.48,0.55,11.78
BEN,2004,0.21,0.55,0.09,3.2,0.32,4.48,0.55,11.78
BEN,2005,0.21,0.55,0.09,3.2,0.33,4.49,0.55,11.78
BEN,2006,0.21,0.55,0.09,3.2,0.33,4.49,0.55,11.78
BEN,2007,0.21,0.55,0.09,3.2,0.33,4.49,0.55,11.79
BEN,2008,0.21,0.55,0.09,3.2,0.33,4.49,0.55,11.8
BEN,2009,0.21,0.55,0.1,3.21,0.33,4.5,0.55,11.81
BEN,2010,0.21,0.55,0.1,3.21,0.34,4.5,0.55,11.81
BEN,2011,0.22,0.55,0.1,3.21,0.34,4.5,0.55,11.81
BEN,2012,0.22,0.55,0.1,3.23,0.34,4.5,0.55,11.82
BEN,2013,0.22,0.55,0.1,3.24,0.34,4.51,0.55,11.82
BEN,2014,0.22,0.55,0.1,3.25,0.34,4.51,0.55,11.83
BEN,2015,0.22,0.55,0.1,3.26,0.34,4.51,0.55,11.83
BEN,2016,0.22,0.55,0.1,3.28,0.35,4.51,0.55,11.83
BEN,2017,0.22,0.56,0.1,3.29,0.35,4.52,0.55,11.84
BEN,2018,0.22,0.56,0.1,3.29,0.35,4.52,0.55,11.84
BEN,2019,0.22,0.56,0.1,3.29,0.35,4.54,0.56,11.85
BMU,1990,0.31,1.03,0.33,4.46,0.93,3.76,1.32,14.67
BMU,1991,0.31,1.03,0.33,4.46,0.94,3.74,1.29,14.65
BMU,1992,0.31,1.03,0.33,4.46,0.95,3.72,1.26,14.64
BMU,1993,0.31,1.03,0.33,4.46,0.95,3.7,1.24,14.62
BMU,1994,0.31,1.03,0.33,4.46,0.96,3.69,1.23,14.61
BMU,1995,0.31,1.03,0.33,4.46,0.97,3.67,1.23,14.6
BMU,1996,0.31,1.03,0.33,4.47,0.98,3.66,1.23,14.6
BMU,1997,0.32,1.03,0.34,4.47,0.99,3.64,1.25,14.59
BMU,1998,0.32,1.03,0.34,4.47,0.99,3.63,1.26,14.58
BMU,1999,0.32,1.03,0.34,4.48,1,3.61,1.27,14.57
BMU,2000,0.32,1.03,0.34,4.48,1,3.6,1.28,14.57
BMU,2001,0.32,1.03,0.35,4.48,1.01,3.59,1.28,14.56
BMU,2002,0.32,1.03,0.35,4.48,1.01,3.57,1.27,14.54
BMU,2003,0.32,1.03,0.36,4.48,1.01,3.55,1.26,14.53
BMU,2004,0.32,1.03,0.36,4.48,1.01,3.53,1.25,14.51
BMU,2005,0.32,1.03,0.37,4.48,1.01,3.51,1.25,14.49
BMU,2006,0.32,1.03,0.37,4.49,1.01,3.48,1.26,14.48
BMU,2007,0.32,1.04,0.38,4.5,1,3.45,1.27,14.46
BMU,2008,0.32,1.04,0.38,4.51,1,3.41,1.29,14.45
BMU,2009,0.32,1.04,0.39,4.53,0.99,3.38,1.31,14.44
BMU,2010,0.32,1.04,0.39,4.54,0.99,3.36,1.32,14.44
BMU,2011,0.32,1.04,0.39,4.54,0.99,3.36,1.32,14.45
BMU,2012,0.32,1.04,0.39,4.56,0.99,3.36,1.31,14.46
BMU,2013,0.32,1.04,0.39,4.57,0.98,3.36,1.29,14.48
BMU,2014,0.32,1.04,0.39,4.58,0.98,3.36,1.28,14.49
BMU,2015,0.32,1.04,0.38,4.58,0.98,3.36,1.28,14.5
BMU,2016,0.32,1.04,0.39,4.58,0.98,3.35,1.25,14.49
BMU,2017,0.32,1.04,0.39,4.58,0.99,3.35,1.22,14.49
BMU,2018,0.32,1.04,0.39,4.59,0.99,3.35,1.22,14.5
BMU,2019,0.32,1.04,0.39,4.59,0.99,3.37,1.22,14.52
BTN,1990,0.29,0.4,0.1,3.22,0.33,4.31,2.28,13.02
BTN,1991,0.29,0.4,0.1,3.23,0.33,4.29,2.28,12.96
BTN,1992,0.29,0.4,0.1,3.23,0.33,4.28,2.28,12.91
BTN,1993,0.29,0.4,0.1,3.24,0.33,4.26,2.29,12.86
BTN,1994,0.29,0.4,0.1,3.24,0.33,4.25,2.3,12.81
BTN,1995,0.29,0.4,0.1,3.24,0.33,4.24,2.31,12.76
BTN,1996,0.29,0.4,0.1,3.24,0.33,4.23,2.32,12.71
BTN,1997,0.29,0.4,0.11,3.24,0.33,4.22,2.33,12.68
BTN,1998,0.29,0.4,0.11,3.25,0.34,4.21,2.35,12.64
BTN,1999,0.29,0.4,0.11,3.25,0.34,4.21,2.36,12.6
BTN,2000,0.29,0.4,0.11,3.25,0.34,4.2,2.37,12.56
BTN,2001,0.29,0.4,0.11,3.25,0.34,4.19,2.4,12.52
BTN,2002,0.29,0.4,0.11,3.26,0.34,4.17,2.45,12.47
BTN,2003,0.29,0.4,0.11,3.26,0.34,4.15,2.51,12.42
BTN,2004,0.29,0.4,0.12,3.27,0.34,4.14,2.55,12.37
BTN,2005,0.29,0.4,0.12,3.27,0.35,4.13,2.58,12.33
BTN,2006,0.29,0.4,0.12,3.27,0.35,4.11,2.59,12.28
BTN,2007,0.29,0.4,0.12,3.28,0.35,4.09,2.6,12.24
BTN,2008,0.29,0.4,0.12,3.28,0.36,4.07,2.61,12.2
BTN,2009,0.29,0.4,0.13,3.29,0.36,4.06,2.61,12.17
BTN,2010,0.29,0.4,0.13,3.29,0.36,4.05,2.62,12.14
BTN,2011,0.29,0.4,0.13,3.3,0.37,4.05,2.62,12.12
BTN,2012,0.29,0.4,0.13,3.31,0.37,4.07,2.61,12.11
BTN,2013,0.29,0.4,0.14,3.33,0.37,4.08,2.61,12.11
BTN,2014,0.29,0.4,0.14,3.34,0.37,4.09,2.6,12.11
BTN,2015,0.29,0.41,0.14,3.35,0.37,4.1,2.59,12.09
BTN,2016,0.3,0.41,0.14,3.35,0.38,4.09,2.62,12.07
BTN,2017,0.3,0.41,0.14,3.35,0.38,4.09,2.65,12.04
BTN,2018,0.3,0.41,0.15,3.36,0.38,4.11,2.57,12.04
BTN,2019,0.3,0.41,0.15,3.38,0.38,4.16,2.39,12.07
BOL,1990,0.27,0.91,0.2,5.81,0.79,3.78,1.22,15.27
BOL,1991,0.27,0.91,0.2,5.81,0.79,3.78,1.19,15.27
BOL,1992,0.27,0.91,0.2,5.8,0.79,3.78,1.16,15.27
BOL,1993,0.27,0.92,0.2,5.8,0.79,3.78,1.14,15.26
BOL,1994,0.27,0.92,0.2,5.79,0.79,3.78,1.13,15.26
BOL,1995,0.27,0.92,0.2,5.8,0.79,3.77,1.13,15.26
BOL,1996,0.27,0.92,0.2,5.8,0.8,3.77,1.13,15.25
BOL,1997,0.27,0.92,0.2,5.81,0.8,3.75,1.14,15.24
BOL,1998,0.27,0.92,0.2,5.82,0.81,3.74,1.15,15.23
BOL,1999,0.27,0.92,0.21,5.83,0.82,3.72,1.16,15.22
BOL,2000,0.27,0.92,0.21,5.84,0.82,3.71,1.16,15.21
BOL,2001,0.27,0.92,0.21,5.84,0.83,3.7,1.16,15.2
BOL,2002,0.27,0.92,0.21,5.83,0.83,3.69,1.14,15.19
BOL,2003,0.27,0.92,0.21,5.83,0.83,3.67,1.12,15.17
BOL,2004,0.27,0.92,0.21,5.82,0.83,3.66,1.1,15.16
BOL,2005,0.27,0.92,0.21,5.82,0.83,3.65,1.1,15.15
BOL,2006,0.27,0.92,0.21,5.83,0.83,3.64,1.1,15.13
BOL,2007,0.27,0.92,0.21,5.84,0.82,3.62,1.1,15.12
BOL,2008,0.27,0.92,0.22,5.85,0.82,3.6,1.1,15.11
BOL,2009,0.27,0.92,0.22,5.87,0.81,3.59,1.11,15.1
BOL,2010,0.28,0.92,0.22,5.88,0.81,3.58,1.11,15.1
BOL,2011,0.28,0.92,0.22,5.9,0.81,3.58,1.11,15.1
BOL,2012,0.28,0.92,0.23,5.92,0.8,3.57,1.1,15.1
BOL,2013,0.28,0.92,0.23,5.94,0.79,3.57,1.1,15.11
BOL,2014,0.28,0.92,0.23,5.97,0.79,3.57,1.1,15.11
BOL,2015,0.28,0.92,0.24,5.98,0.79,3.57,1.1,15.11
BOL,2016,0.28,0.92,0.24,5.98,0.79,3.57,1.06,15.11
BOL,2017,0.28,0.93,0.24,5.98,0.8,3.57,1.03,15.1
BOL,2018,0.28,0.93,0.24,5.98,0.8,3.57,1.01,15.08
BOL,2019,0.28,0.93,0.25,5.99,0.8,3.55,1,15.06
BIH,1990,0.29,0.58,0.1,3.74,0.35,3.46,2.47,12.53
BIH,1991,0.29,0.58,0.09,3.74,0.35,3.45,2.49,12.6
BIH,1992,0.29,0.58,0.09,3.74,0.35,3.44,2.49,12.64
BIH,1993,0.29,0.58,0.09,3.74,0.35,3.43,2.5,12.66
BIH,1994,0.29,0.58,0.09,3.75,0.35,3.42,2.5,12.66
BIH,1995,0.29,0.58,0.09,3.76,0.35,3.42,2.5,12.67
BIH,1996,0.29,0.58,0.09,3.76,0.35,3.41,2.49,12.63
BIH,1997,0.29,0.58,0.09,3.76,0.34,3.4,2.49,12.54
BIH,1998,0.3,0.58,0.1,3.76,0.33,3.39,2.48,12.43
BIH,1999,0.3,0.58,0.1,3.77,0.33,3.37,2.47,12.31
BIH,2000,0.3,0.58,0.11,3.77,0.33,3.36,2.45,12.23
BIH,2001,0.3,0.58,0.11,3.78,0.34,3.34,2.42,12.17
BIH,2002,0.3,0.58,0.11,3.78,0.34,3.3,2.4,12.11
BIH,2003,0.3,0.58,0.12,3.78,0.35,3.27,2.38,12.06
BIH,2004,0.3,0.58,0.12,3.79,0.35,3.23,2.35,12.01
BIH,2005,0.3,0.59,0.12,3.8,0.36,3.19,2.32,11.96
BIH,2006,0.3,0.59,0.12,3.8,0.36,3.15,2.28,11.89
BIH,2007,0.3,0.59,0.13,3.8,0.37,3.09,2.23,11.82
BIH,2008,0.3,0.59,0.13,3.8,0.37,3.05,2.17,11.76
BIH,2009,0.3,0.59,0.13,3.8,0.37,3,2.13,11.7
BIH,2010,0.31,0.59,0.13,3.8,0.37,2.98,2.1,11.66
BIH,2011,0.31,0.59,0.13,3.8,0.38,2.96,2.1,11.63
BIH,2012,0.31,0.59,0.14,3.8,0.38,2.94,2.09,11.6
BIH,2013,0.31,0.59,0.14,3.79,0.39,2.92,2.09,11.57
BIH,2014,0.31,0.59,0.14,3.79,0.4,2.91,2.09,11.55
BIH,2015,0.31,0.59,0.14,3.78,0.4,2.91,2.08,11.53
BIH,2016,0.31,0.59,0.14,3.78,0.4,2.91,2.06,11.51
BIH,2017,0.31,0.59,0.14,3.77,0.4,2.91,2.04,11.5
BIH,2018,0.31,0.59,0.14,3.78,0.4,2.93,2.07,11.5
